"Office of Special Education and Rehabilitative Services, Department of Educaion",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,156,,53271,53280,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629893&partnerID=40&md5=211a98b3368d50cd5733ed8801f0527c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Office of Special Education and Rehabilitative Services, Department of Education",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,142,,48335,48346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333081&partnerID=40&md5=dda5bdda794e0976ef36a1cba6ef036b,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Bosc Y.,Robespierre: Liberal [Robespierre LibÅ_ral],2013,Annales Historiques de la Revolution Francaise,,371,,95,114,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878041354&partnerID=40&md5=0ea0971f38e13567cd617c1adea03a50,"Common Engineering Group, MAHINDRA COMVIVA, Bangalore, India",0,0,,"Department of Computer Science and Engineering, ITER, Siksha 'O' Anusandhan University, Bhubaneswar, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ma B., Liu D.",The design of engraving machine NC code interpreter based on GRETA regular expression,2013,Applied Mechanics and Materials,271,PART 1,,549,555,,,10.4028/www.scientific.net/AMM.271-272.549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872539977&doi=10.4028%2fwww.scientific.net%2fAMM.271-272.549&partnerID=40&md5=6d3b9af5e76bc59350ed05c76c368ea3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Sridhar V.K.R., Chen J., Bangalore S.",Corpus analysis of simultaneous interpretation data for improving real time speech translation,2013,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",,,,3468,3472,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906274864&partnerID=40&md5=197a049eb99988cd65e74128310c66ae,"GRHIS EA 3831, UniversitÅ_ de Rouen (IUFM), 2, rue du Tronquet BP 18, 76 131 Mont-Saint-Aignan cedex, France",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Anderson F.R.,NEPA in the courts: A legal analysis of the national environmental policy act,2013,NEPA in the Courts: A Legal Analysis of the National Environmental Policy Act,1,,,1,324,,,10.4324/9781315064499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909081773&doi=10.4324%2f9781315064499&partnerID=40&md5=e23e31b708b549d1e7c8307988399fc1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Tishken J.E.,Isaiah Shembe's prophetic Uhlanga: The worldview of the Nazareth Baptist church in colonial South Africa,2013,Isaiah Shembe's Prophetic Uhlanga: The Worldview of the Nazareth Baptist Church in Colonial South Africa,,,,1,232,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924578998&partnerID=40&md5=a9046f506185e964beb3db2871466cc6,"Department of Computer Science and Information Engineering, Far East University, Tainan City 74448, Taiwan",0,0,,"Department of Mechanical Engineering, National Kaohsiung University of Applied Sciences, 807, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Glickman N.S., Crump C.",Sign language dysfluency in some deaf persons: Implications for interpreters and clinicians working in mental health settings,2013,Deaf Mental Health Care,,,,107,137,,1,10.4324/9780203810545,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920495934&doi=10.4324%2f9780203810545&partnerID=40&md5=2066f53dfefe95555782bfc5b6a1c2d1,"Industrial Training Center, Xian Technological University, Xian, Shaanxi, 710021, China",34.2632143,108.9096329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,34.2632143,108.9096329
Gary B.,Estate agents as interpreters of economic and cultural capital: The gentrification premium in the Sydney housing market1,2013,The Gentrification Debates,,,,133,144,,,10.4324/9781315881096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925834393&doi=10.4324%2f9781315881096&partnerID=40&md5=97de1cb8b1474055fe9fe3545ca70dd2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Adluri V.P., Bagchee J.",The redemption of the Brahman: Garbe and German interpreters of the Bhagavadg?t?,2013,Transcultural Encounters between Germany and India: Kindred Spirits in the Nineteenth and Twentieth Centuries,,,,68,83,,1,10.4324/9780315856745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920862364&doi=10.4324%2f9780315856745&partnerID=40&md5=c0935e67bfe7af42ba846706264523fc,"ATandT Labs - Research, 180 Park Avenue, Florham Park, NJ 07932, United States",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Kim S.Y.,Lost in translation: The multicultural interpreter as metaphysical detective in Suki Kim's the interpreter,2013,Detective Fiction in a Postcolonial and Transnational World,,,,195,208,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937558900&partnerID=40&md5=56c3aca95895ad95aff8143a28437886,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Savrun-YeniÂçeri G., Zhang W., Zhang H., Li C., Brunthaler S., Larsen P., Franz M.",Efficient interpreter optimizations for the JVM,2013,ACM International Conference Proceeding Series,,,,113,123,,,10.1145/2500828.2500839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886390513&doi=10.1145%2f2500828.2500839&partnerID=40&md5=8f6afb7ee7627197ad6776bf0d2c432b,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Khan Z., Badjate S.L., Kshirsagar R.V.",Fuzzy driver command interpreter for parallel hybrid vehicle,2013,"1st International and 16th National Conference on Machines and Mechanisms, iNaCoMM 2013",,,,924,928,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997079933&partnerID=40&md5=fa54afedcbe1c1214137d5277e30802d,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Cunill C.,"The interpreters of Yucatâ€¡n and the Spanish Crown: Private negotiation and initiatives in the forge of the Iberian Empire, 16th century [Los intÅ_rpretes de Yucatâ€¡n y la Corona espaâ€“ola: Negociaciâ€”n e iniciativas privadas en la fragua del imperio ibÅ_rico, siglo XVI]",2013,Colonial Latin American Historical Review,1,4,,361,380,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899766956&partnerID=40&md5=817dce7d2e5956d84e0b26d594449f82,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Chopra S., Marfurt K.J.",Interpreter's corner: Preconditioning seismic data with 5D interpolation for computing geometric attributes,2013,Leading Edge,32,12,,1456,1460,,4,10.1190/tle32121456.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905044669&doi=10.1190%2ftle32121456.1&partnerID=40&md5=32ba683399d193a1f686dc332cf9b34b,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"James J.R., Gabriel K.I.",Student interpreters show encoding and recall differences for information in English and American Sign Language,2012,Translation and Interpreting,4,1,,21,37,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870918758&partnerID=40&md5=b389787ac54bd1471a0b2530ac168893,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Garwood C.J.,Court interpreting in Italy. The daily violation of a fundamental human right,2012,Interpreters Newsletter,17,,,173,189,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879023300&partnerID=40&md5=c9011bd6943b7b6a25b533bd08285d88,"Inria Rennes -Bretagne Atlantique, France",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Baxter R.N.,Basic training model for consecutive interpreting within the framework of the bologna reform [Modelo de formaciâ€”n bâ€¡sica en interpretaciâ€”n consecutiva dentro del marco de la reforma de bolonia],2012,Sendebar,,23,,61,77,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890941087&partnerID=40&md5=cfc981ccdb17641b478c6a81e3d3808d,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Prun? E.,"Rights, realities and responsibilities in community interpreting",2012,Interpreters Newsletter,17,,,1,12,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879029921&partnerID=40&md5=36e71d1d7ddd99ed7214557263f52f4d,"School of Health Sciences, University of BorÅ’s, SE-501 90 BorÅ’s, Sweden",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Poyatos F.,Reality and problems of verbal-nonverbal speech in consecutive and simultaneous interpretation [Realidad y problemas del discurso verbal-no verbal en interpretaciâ€”n simultâ€¡nea o consecutiva],2012,Oralia,15,,,279,303,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873403077&partnerID=40&md5=67d8cc55863d7f3526fc1d1df1c403a7,"Automatics and Computers Faculty, University POLITEHNICA of Bucharest, Romania",0,0,,"Electrotehnics Faculty, University POLITEHNICA of Bucharest, Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Tryuk M.,"The judge, the doctor, the immigration officer and the interpreter. Community interpreters' role perception - A Polish perspective",2012,Interpreters Newsletter,17,,,117,138,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879029850&partnerID=40&md5=9a97ecad30e0241e1378ec93b22b247c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Miranda J., Neto J.P., Black A.W.",Parallel combination of speech streams for improved ASR,2012,"13th Annual Conference of the International Speech Communication Association 2012, INTERSPEECH 2012",2,,,1026,1029,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878422000&partnerID=40&md5=bb8f029e93a965ccd234624f2df35caa,"Dpto. de Traducciâ€”n y LingÅ¸â€™stica, Universidad de Vigo, Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Babcock T.F.,Utatlâ€_n: The constituted community of the K'iche' Maya of Q'umar Kaj,2012,Utatlâ€_n: The Constituted Community of the K'iche' Maya of Q'umar Kaj,,,,1,341,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904457560&partnerID=40&md5=20efbcacc1b2f38f68b4323afdcab7c5,"Department of Translation Studies, School of English, Adam Mickiewicz University, Al. Niepodleg?o?ci 4, Pozna?, Poland",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Baker C.,"Prosperity without security: The precarity of interpreters in postsocialist, postconflict Bosnia-Herzegovina",2012,Slavic Review,71,4,,849,872,,10,10.5612/slavicreview.71.4.0849,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871733737&doi=10.5612%2fslavicreview.71.4.0849&partnerID=40&md5=cb41914e23c5d56d9e662b6a340a5996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Mesonis G.,Interpreters of the constitution: The problem of typology,2012,Baltic Journal of Law and Politics,5,2,,27,42,,,10.2478/v10076-012-0009-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883043771&doi=10.2478%2fv10076-012-0009-8&partnerID=40&md5=2c8c6292350b011eea48c693c72ac48c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Harding S.-A.,"""How do I apply narrative theory?"": Socio-narrative theory in translation studies",2012,Target,24,2,,286,309,,8,10.1075/target.24.2.04har,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874466452&doi=10.1075%2ftarget.24.2.04har&partnerID=40&md5=7c9d5c1b9d30edd1180f1c8fedc00077,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Berk-Seligson S.,Linguistic Issues in Courtroom Interpretation,2012,The Oxford Handbook of Language and Law,,,,,,,,10.1093/oxfordhb/9780199572120.013.0031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924567423&doi=10.1093%2foxfordhb%2f9780199572120.013.0031&partnerID=40&md5=e5f8cbe8c514d62d86ad47f5fbc1ec5c,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Rovira-Esteva S., Orero P.","Evaluating quality and excellence in translation studies research: Publish or perish, the Spanish way",2012,Babel,58,3,,264,288,,7,10.1075/babel.58.3.02rov,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868620036&doi=10.1075%2fbabel.58.3.02rov&partnerID=40&md5=2b7701d59aa37d0160ba18a4360ddfaf,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Shlesinger M., Ordan N.",More spoken or more translated? Exploring a known unknown of simultaneous interpreting,2012,Target,24,1,,43,60,,6,10.1075/target.24.1.04shl,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866260029&doi=10.1075%2ftarget.24.1.04shl&partnerID=40&md5=5a4b76da6d62a0eba2ab8a8055f1f633,"Dpto. de Filologâ€ùa y Traducciâ€”n, Universidad Pablo de Olavide, Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Stern L.,Courtroom Interpreting,2012,The Oxford Handbook of Translation Studies,,,,,,,,10.1093/oxfordhb/9780199239306.013.0023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923260824&doi=10.1093%2foxfordhb%2f9780199239306.013.0023&partnerID=40&md5=f95d895dfe9f96cd080a62360f63cd6a,"Translation and Interpreting Institute, Hamad bin Khalifa University, Qatar Foundation, PO Box 5828, Doha, Qatar",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Hillman R.,Spoken Word to Written Text: Subtitling,2012,The Oxford Handbook of Translation Studies,,,,,,,,10.1093/oxfordhb/9780199239306.013.0026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923260823&doi=10.1093%2foxfordhb%2f9780199239306.013.0026&partnerID=40&md5=0bc3c0316223fc0ed94f5fc9d738604a,"Department of Translation and Interpreting, Centre for Research in Accessibility and Ambient Intelligence of Catalonia CAIAC, Universitat AutËœnoma de Barcelona, 08193 Bellaterra, Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"NorstrÅ¡m E., Fioretos I., Gustafsson K.",Working conditions of community interpreters in Sweden: Opportunities and shortcomings,2012,Interpreting,14,2,,242,260,,1,10.1075/intp.14.2.06nor,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865855368&doi=10.1075%2fintp.14.2.06nor&partnerID=40&md5=c15bed507b6f954bfb2db45c021edc47,"Department of Translation and Interpreting Studies, Bar-Ilan University, Ramat-Gan 52900, Israel",0,0,,"Department of Computer Science, University of Haifa, Haifa 31905, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Barros C.,Interpreters and confessionaries as expressions of linguistic policy of the Church related to confession [IntÅ_rpretes e confessionâ€¡rios como expressâ€ºes de polâ€™ticas linguâ€™sticas da igreja voltadas Ë† confissâ€_o],2012,DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada,27,2,,289,310,,,10.1590/S0102-44502011000200005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865323697&doi=10.1590%2fS0102-44502011000200005&partnerID=40&md5=0267aee03ca04763166cf158e84b7604,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Rada?i? I.,Religious symbols in educational institutions: Jurisprudence of the European court of human rights,2012,Religion and Human Rights,7,2,,133,149,,,10.1163/18710328-12341234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863966389&doi=10.1163%2f18710328-12341234&partnerID=40&md5=73a6c8a6cc561c1fa4db1120dc1e0b9e,"University of Modena and Reggio Emilia, Via A. Spinelli, 22, 47814 Bellaria - Igea Marina (RN), Italy",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Dorziat A., de AraÅ“jo J.R.",The Sign Language Interpreter in the inclusive education context: What is proposed and what is put into practice [O IntÅ_rprete de Lâ€™ngua de Sinais no contexto da educaÂçâ€_o inclusiva: O Pronunciado e o executado],2012,Revista Brasileira de Educacao Especial,18,3,,391,410,,1,10.1590/S1413-65382012000300004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870871916&doi=10.1590%2fS1413-65382012000300004&partnerID=40&md5=47e76477cea4d6e1f893796a2305c7b7,"Department of Geography, Planning and International Development Studies, University of Amsterdam, Nieuwe Prinsengracht 130, 1018 VZ, Amsterdam, Netherlands",0,0,,"Institute of Cultural Anthropology and Development Sociology, Leiden University, PO Box 9555, 2300 RB, Leiden, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Zimâ€¡nyi K.,"Conflict recognition, prevention and resolution in mental health interpreting: Exploring Kim's cross-cultural adaptation model",2012,Journal of Language and Politics,11,2,,207,228,,2,10.1075/jlp.11.2.03zim,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862134066&doi=10.1075%2fjlp.11.2.03zim&partnerID=40&md5=c4d6228250a843320a986221f57aa3e3,"Departamento de Lenguas y Traducciâ€”n, Facultad de Artes y Humanidades, Universidad Catâ€”lica de Temuco, Avenida Alemania, 0422, Temuco, Chile",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Tzou Y.-Z., Eslami Z.R., Chen H.-C., Vaid J.",Effect of language proficiency and degree of formal training in simultaneous interpreting on working memory and interpreting performance: Evidence from Mandarin-English speakers,2012,International Journal of Bilingualism,16,2,,213,227,,11,10.1177/1367006911403197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861951537&doi=10.1177%2f1367006911403197&partnerID=40&md5=e83fef1c3f20d44394cfe1af43200ed3,"Habiliteringens Forskningscentrum (HFC), Box 1613, S-701 16 Å¡rebro, Sweden",0,0,,"Department of Culture and Communication, LinkÅ¡ping University, S-581 83 LinkÅ¡ping, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Garg S., Khushu-Lahiri R.",Interpreting a culinary montage: Food in Jhumpa Lahiri's Interpreter of Maladies,2012,Asiatic,6,1,,73,83,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863503125&partnerID=40&md5=005a0da0285ee95219c8eb442e1d6e95,"School of Applied Language and Intercultural Studies, Dublin City University, Dublin 9, Ireland",53.385062,-6.2567866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,53.385062,-6.2567866
"Green H., Sperlinger D., Carswell K.",Too close to home? Experiences of Kurdish refugee interpreters working in UK mental health services,2012,Journal of Mental Health,21,3,,227,235,,7,10.3109/09638237.2011.651659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862109660&doi=10.3109%2f09638237.2011.651659&partnerID=40&md5=10411125a1533ca0c30f8c18c4e52f12,"Universidade Federal da Paraâ€™ba, Centro de EducaÂçâ€_o, Departamento de HabilitaÂçâ€ºes Pedagâ€”gicas (UFPB/CE/DHP), Brazil",0,0,,"Faculdade de CiÂências da EducaÂçâ€_o, Universidade de Lisboa, Portugal",,"Universidade Federal do Amazonas, Universidade Federal da Paraâ€™ba, IntÅ_rprete de Lâ€™ngua de rasileira de Sinais, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Chandee S., Suksakulchai S.",The factors influencing the achievement of hearing impaired students in Thailand,2012,Social Sciences,7,2,,224,230,,,10.3923/sscience.2012.224.230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860732671&doi=10.3923%2fsscience.2012.224.230&partnerID=40&md5=b77f5f2f5a99252c796a134e97e62188,"School of Languages, Cultures and Linguistics, Monash University, Melbourne, Australia",-37.9114731,145.1344641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,-37.9114731,145.1344641
"Van De Mieroop D., Bevilacqua G., Van Hove L.",Negotiating discursive norms: Community interpreting in a Belgian rest home,2012,Interpreting,14,1,,23,54,,5,10.1075/intp.14.1.02mie,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859798644&doi=10.1075%2fintp.14.1.02mie&partnerID=40&md5=5cd9a42d9f727178499b0689509aeee3,"Centre for Translation and Textual Studies, School of Applied Languages and Intercultural Studies, Dublin City University, Dublin 9, Ireland",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Abuâ€™n Gonzâ€¡lez M.,The language of consecutive interpreters' notes: Differences across levels of expertise,2012,Interpreting,14,1,,55,72,,2,10.1075/intp.14.1.03abu,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859804855&doi=10.1075%2fintp.14.1.03abu&partnerID=40&md5=2a426974bfdce915a0de75cba577bddf,"Octogone-Lordat, UniversitÅ_ de Toulouse-Le Mirail, 5, allÅ_es Antonio Machado, 31058 Toulouse CÅ_dex, France",0,0,,"Marymount Manhattan College, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Cheung A.K.F.,The use of reported speech by court interpreters in Hong Kong,2012,Interpreting,14,1,,73,91,,4,10.1075/intp.14.1.04che,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859798591&doi=10.1075%2fintp.14.1.04che&partnerID=40&md5=8684b79fe0b59534c59d7fe459a66d3f,"FacultÅ_ de Traduction et dInterprÅ_tation, UniversitÅ_ de Ge?ve, 40, Bd du Pont DArve, 1205 Ge?ve, Switzerland",0,0,,"FPSE, University of Geneva, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Yudes C., MacIzo P., Bajo T.",Coordinating comprehension and production in simultaneous interpreters: Evidence from the Articulatory Suppression effect,2012,Bilingualism,15,2,,329,339,,9,10.1017/S1366728911000150,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858825351&doi=10.1017%2fS1366728911000150&partnerID=40&md5=8dc12430af06eef84cd0fe7c1cabb6cc,"Department of English, National University of Tainan, No. 33, Section 2, Shu-lin Street, Tainan 700, Taiwan",0,0,,"Texas A and M University, United States",,"National Chung Cheng University, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Epstein D.G.,"Does uk health and safety legislation rely upon a poorly-resourced enforcement agency, a limited scheme for employee involvement, and a misplaced emphasis on self-regulation?",2012,Public Personnel Management,41,1,,61,77,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865454672&partnerID=40&md5=e4d3a73e1d0dee60298a0b198e64c182,"Bexley Recovery Team, Oxleas NHS Foundation Trust, United Kingdom",51.4107743,-0.0552604,,"Department of Applied Psychology, Canterbury Christ Church University, United Kingdom",,"Barts and the London School of Medicine and Dentistry, Queen Mary University, London, United Kingdom",,"Traumatic Stress Clinic, Camden and Islington NHS Foundation Trust, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,51.4107743,-0.0552604
"Glaser M., van Pletzen E.",Inclusive education for Deaf students: Literacy practices and South African Sign Language,2012,Southern African Linguistics and Applied Language Studies,30,1,,25,37,,2,10.2989/16073614.2012.693707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864019954&doi=10.2989%2f16073614.2012.693707&partnerID=40&md5=1ac42beacf83eeea0dff27d6208c25ca,"Faculdade de Filoloxâ€™a E Traduciâ€”n, Universidade de Vigo, E-36200 Vigo, Galiza, Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Takimoto M.,Interpreters' involvement in multi-party interactions: The nature of participation as listener and speaker,2012,Multilingua,31,1,,35,53,,,10.1515/mult.2012.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858657150&doi=10.1515%2fmult.2012.002&partnerID=40&md5=9aa6dffb7f3816bc29c497080ec850d3,"Learning Innovation in Technology Program, Faculty of Industrial Education and Technology, King Mongkuts University of Technology, Thonburi Bangkok, Thailand",0,0,,"Department of Electrical Technology Education, Faculty of Industrial Education and Technology, King Mongkut's University of Technology, Thonburi Bangkok, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Findlay L., Janz T.",Health of First Nations children living off reserve and mÅ_tis children younger than age 6,2012,Health Reports,23,1,,,,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857732300&partnerID=40&md5=5a6a6ce74778de34c91168d9713e3ee4,"University of Leuven, Faculty of Arts, Department of Linguistics, Blijde Inkomststraat 21, B-3000 Leuven, Belgium",0,0,,"Lessius University College, Belgium",,"Hogeschool Universiteit Brussel, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Johnson P.,Heteronormativity and the European Court of Human Rights,2012,Law and Critique,23,1,,43,66,,3,10.1007/s10978-011-9096-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856087340&doi=10.1007%2fs10978-011-9096-z&partnerID=40&md5=b12f1aeebd9cf6af3ffa567399f60633,"Universidad Complutense de Madrid, Campus Universitario de Aranjuez Traducciâ€”n e Interpretaciâ€”n, Calle Gobernador, 39, 28300 Aranjuez (Madrid), Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Nicoloso S., Heberle V.M.",Gender and sign language interpretation,2012,Signed Language Interpreting in Brazil,9.78E+12,,,96,112,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920048305&partnerID=40&md5=8145780379ed0076a056fb84b6721817,"Departamento de Psicologâ€™a Experimental y Fisiologâ€™a Del Comportamiento, Facultad de Psicologâ€™a, Universidad de Granada, Campus de Cartuja, s/n, 18071 Granada, Spain",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Elnashar M., Abdelrahim H., Fetters M.D.",Cultural competence springs up in the desert: The story of the center for cultural competence in health care at Weill cornell medical college in Qatar,2012,Academic Medicine,87,6,,759,766,,3,10.1097/ACM.0b013e318253d6c6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861661524&doi=10.1097%2fACM.0b013e318253d6c6&partnerID=40&md5=105ad78eb78a170e422cfb682ecab43a,"Æ’cole de travail social - W4495, UniversitÅ_ du QuÅ_bec Ë† MontrÅ_al, C.P. 8888, succursale Centre-ville, MontrÅ_al QC, H3C-3P8, Canada",0,0,,"Concordia University, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
