"Kalibera T., Maj P., Morandat F., Vitek J.",A fast abstract syntax tree interpreter for R,2014,VEE 2014 - Proceedings of the 10th ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments,,,,89,102,,10,10.1145/2576195.2576205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897539413&doi=10.1145%2f2576195.2576205&partnerID=40&md5=0cfac626b7ca465a0f1022b82280e4b0,"Information Technology Center, China General Nuclear Power Corp, Shenzhen 518028, China",0,ZERO_RESULTS,,"China Nuclear Power Technology Research Institute, Shenzhen 518026, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Capra L., Stile V.",An extension of the interpreter pattern to define domain-parametric rewriting systems,2014,"Proceedings - 15th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing, SYNASC 2013",,,6821149,185,192,,,10.1109/SYNASC.2013.32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904576194&doi=10.1109%2fSYNASC.2013.32&partnerID=40&md5=678689494a20ce32521fa38b57848009,"KL University, Department of ECE, Green Fields, Vaddeswaram, Guntur DT, India",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Russano M.B., Narchet F.M., Kleinman S.M.","Analysts, interpreters, and intelligence interrogations: Perceptions and insights",2014,Applied Cognitive Psychology,28,6,,829,846,,4,10.1002/acp.3070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925304986&doi=10.1002%2facp.3070&partnerID=40&md5=dcaf8c32d8b9d87bf186614b47c62178,"Czech Technical University in Prague, Department of Applied Informatics in Transportation, Konviktska 20, Prague 1, Czech Republic",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Pehar D.,"Ambiguity, Leviathan, and the question of ultimate interpreter [Vi_ezna?nost, Levijatan i problem kona?noga tuma?a]",2014,Prolegomena,13,1,,21,44,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901687495&partnerID=40&md5=b735951baf594aaf4e4430078dd17ff5,"Almont Capital LLC, 12800 Hillcrest Road, Dallas, TX 75230, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Jepsen L.B., Dell'Era C., Verganti R.",The contributions of interpreters to the development of radical innovations of meanings: The role of 'Pioneering Projects' in the sustainable buildings industry,2014,R and D Management,44,1,,1,17,,6,10.1111/radm.12035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890903277&doi=10.1111%2fradm.12035&partnerID=40&md5=1fcb2254909c03e06f2f335064ea831d,"Department of Computer Science and Numerical Analysis, University of Cordoba, Spain",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Zhang W., Larsen P., Brunthaler S., Franz M.",Accelerating iterators in optimizing AST interpreters,2014,ACM SIGPLAN Notices,49,10,,727,743,,2,10.1145/2660193.2660223,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920822910&doi=10.1145%2f2660193.2660223&partnerID=40&md5=1b0d6d3d084dd3bfbd1831fd3fcfc051,"Institute for Social and Political Research, Kralja Petra Kre_imira IV b.b, 88000 Mostar, Bosnia and Herzegovina",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Muddiman J.,The reader of mark 13:14b as the (Re-)Interpreter of Apocalyptic,2014,Ancient Judaism and Early Christianity,88,,,170,182,,,10.1163/9789004272040_013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991666977&doi=10.1163%2f9789004272040_013&partnerID=40&md5=96a9db62cdbb6bf98ce4dd5b20a4538e,"Department of Environmental and Business Economics, University of Southern Denmark, Niels Bohrs Vej 9-10, Esbjerg, DK-6700, Denmark",0,ZERO_RESULTS,,"Department of Management, Economics and Industrial Engineering, Politecnico di Milano, Piazza L. da Vinci, Milano, 32 20133, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Donner A., Marshall M., Mozrall J.",Biomechanical comparison of american sign language interpretation and conversation,2013,Proceedings of the Human Factors and Ergonomics Society,,,,384,388,,,10.1177/1541931213571083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889789931&doi=10.1177%2f1541931213571083&partnerID=40&md5=bdc6bcc99c0685597daabd5271fdea33,"EA 2129, IdentitŽ et SubjectivitŽ, UniversitŽ de CAEN Basse-Normandie, France",0,ZERO_RESULTS,,"EA 3552, MŽtaphysique: Histoires, Transformations, ActualitŽ, UniversitŽ de Paris-Sorbonne, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Hambursin O.,The vocabulary and the translator. Some thoughts on teaching vocabulary in French mother tongue for the training of translators/interpreters [Le lexique et le traducteur. Quelques rŽflexions sur l'enseignement du lexique en langue maternelle franaise pour la formation des traducteurs/interprtes],2013,Langage et l'Homme,48,2,,71,85,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894149678&partnerID=40&md5=357ccc9d40231d8db169571968c57995,"Research Unit for Languages and Literature in the South African Context, Northwest University, Potchefstroom Campus, Potchefstroom, South Africa",0,ZERO_RESULTS,,"Department of Criminal and Procedural Law, University of South Africa, Pretoria Campus, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Hod‡kov‡ S., Welnitzov‡ K.",Evaluation of interpreter's non-verbal performance by listeners [Hodnotenie neverb‡lneho prejavu tlmo?n’ka posluch‡?mi],2013,XLinguae,6,4,,59,83,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886653281&partnerID=40&md5=ee9c444f6a4fe288c46473b1413f2315,"State School of Higher Professional Education, P?ock, Poland",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ivars A.J., Calatayud D.P.",Mindfulness training for interpreting students,2013,Lebende Sprachen,58,2,,341,365,,,10.1515/les-2013-0020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894158462&doi=10.1515%2fles-2013-0020&partnerID=40&md5=bac38e10882d838051ab8831973f0153,"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Beaton-Thome M.,What's in a word? Your enemy combatant is my refugee: The role of simultaneous interpreters in negotiating the lexis of Guant‡namo in the European Parliament,2013,Journal of Language and Politics,12,3,,378,399,,,10.1075/jlp.12.3.04bea,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885604174&doi=10.1075%2fjlp.12.3.04bea&partnerID=40&md5=0c4ef58837ec4f2cbb30c6d5a31a35a2,"Jane Addams College of Social Work, University of Illinois at Chicago, 1040 West Harrison Street (M/C 309), Chicago, 60607-7134, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Dam H.V., Zethsen K.K.",Conference interpreters - The stars of the translation profession? A study of the occupational status of Danish EU interpreters as compared to Danish EU translators,2013,Interpreting,15,2,,229,259,,1,10.1075/intp.15.2.04dam,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885646536&doi=10.1075%2fintp.15.2.04dam&partnerID=40&md5=e88f97f0023d476269fd1146e8622aee,"Department of Translation Studies, Constantine the Philosopher University, _tef‡nikova 67, 949-74 Nitra, Slovakia",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Taviano S.,English as a lingua franca and translation: Implications for translator and interpreter education,2013,Interpreter and Translator Trainer,7,2,,155,167,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882297795&partnerID=40&md5=890b2ad6844ac2c02cb59bd9b04d03e2,"Departamento de Psicolog’a Experimental, Universidad de Granada, Granade 18071, Spain",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Ota Y.,Difficulties faced by native Japan interpreters: Nitobe Inaz™ (1862-1933) and his generation,2013,Searching for a Cultural Diplomacy,,,,189,211,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918922898&partnerID=40&md5=9660f24897addf104e3204377f366cbc,"Kings College, 8 Cassandra Gate, Cheshunt, Hertfordshire EN8 OXE, United Kingdom",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Zim‡nyi K.,"Somebody has to be in charge of a session"": On the control of communication in interpreter-mediated mental health encounters",2013,Translation and Interpreting Studies,8,1,,94,111,,3,10.1075/tis.8.1.05zim,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880457954&doi=10.1075%2ftis.8.1.05zim&partnerID=40&md5=063743761c44afda46cc907e607c8943,"Faculty of Law, University of Rijeka, Hahli? 6, Rijeka, Croatia",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
BoŽri J.,Survival and recognition: New perspectives on interpreting studies,2013,Translation and Interpreting Studies,8,1,,137,145,,,10.1075/tis.8.1.07boe,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880483730&doi=10.1075%2ftis.8.1.07boe&partnerID=40&md5=178ddf6a10d8d83620e3cb34c419d7fe,"Friedrich-Schiller-UniversitŠt Jena, Forschungssynthese, Intervention und Evaluation, Institut FŸr Psychologie, 07743 Jena, Germany",0,ZERO_RESULTS,,"Jacobs Center for Productive Youth Development, UniversitŠt ZŸrich, Culmannstrasse 1, 8006 ZŸrich, Switzerland",,"Klinik und Poliklinik Fur Psychiatrie, Psychotherapie und Psychosomatik des Kindes Jugendalters, UniversitŠt Leipzig, Department FŸr Frauen- und Kindermedizin, Liebigstra§e 20a, 04103 Leipzig, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Mason G., Dyer A.",A negation of Australia's fundamental values': Sentencing prejudice-motivated crime,2013,Melbourne University Law Review,36,3,,871,914,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878523661&partnerID=40&md5=48da6040a9706de9db9cf9c4953f55f3,"Ecole Superieure dInterpretes et de Traducteurs, National Changhua University of Education, Taiwan",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Van?ura A.,The story of the tortoise and the hare - Speech rate in simultaneous interpretation and its influence on the quality of trainee-interpreters performance [Pri?a o kornja?i i zecu: Brzina govora u simultanom prevod{stroke}enju i njen utjecaj na kvalitetu izvedbe studenata prevod{stroke}enja],2013,Jezikoslovlje,14,1,,85,99,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878751120&partnerID=40&md5=e606143302cf00cc9492dffebade08d2,"Centre for Translation and Textual Studies, SALIS, Dublin City University, Glasnevin, Dublin 9, Ireland",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Lim L.,Examining students' perceptions of computer-assisted interpreter training,2013,Interpreter and Translator Trainer,7,1,,71,89,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875395006&partnerID=40&md5=476973dc3ae64a452d94dd063dc08c3c,"Universidad de Oviedo, University of Massachusetts Amherst, Departamento de Filolog’a Inglesa, E-33011 Oviedo, Spain",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Cheung A.K.F.,Non-native accents and simultaneous interpreting quality perceptions,2013,Interpreting,15,1,,25,47,,3,10.1075/intp.15.1.02che,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874484364&doi=10.1075%2fintp.15.1.02che&partnerID=40&md5=ce3d40368602e0c3ba745e56d332157e,"Oz Educational Consulting, 501 County Rd. 287 N., Zephyr, TX 76890, United States",0,ZERO_RESULTS,,"Ohio University, United States",,"Penn State University, Altoona, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Lee J.,A study of facework in interpreter-mediated courtroom examination,2013,Perspectives: Studies in Translatology,21,1,,82,99,,3,10.1080/0907676X.2011.629729,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873694280&doi=10.1080%2f0907676X.2011.629729&partnerID=40&md5=0685053ac2017f2798de4dfb03c60ea0,"Gothenburg Research Institute, School of Business, Economics and Law, University of Gothenburg, Box 603, SE 405 30 Gothenburg, Sweden",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Martellini S.,Prosody in simultaneous interpretation: A case study for the german-italian language pair,2013,Interpreters Newsletter,18,,,61,79,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904685551&partnerID=40&md5=ff8ec7f1ca55931c2be6b45131bc1f6a,"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Thompson D.A., Hernandez R.G., Cowden J.D., Sisson S.D., Moon M.",Caring for patients with limited english proficiency: Are residents prepared to use medical interpreters?,2013,Academic Medicine,88,10,,1485,1492,,9,10.1097/ACM.0b013e3182a3479d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885180215&doi=10.1097%2fACM.0b013e3182a3479d&partnerID=40&md5=0acea834ccb1d6c566d193e9fbe485ab,"Center for Translation Studies, University of Vienna, Gymnasiumstra§e 50, 1190 Vienna, Austria",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Bojnourdi S.A.S., Mahadi T.S.T., Kenevisi M.S.",The relationship between the simultaneous interpretersÕ speed of speaking in their native language and the quality of their simultaneous interpretation from English into their native language,2013,International Journal of Applied Linguistics and English Literature,2,6,,9,14,,,10.7575/aiac.ijalel.v.2n.6p.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946548972&doi=10.7575%2faiac.ijalel.v.2n.6p.9&partnerID=40&md5=8022dfe6505cbc6588e8ef60ef121f64,"Translation and Interpreting Program, School of Languages, Cultures and Linguistics, Monash University, P.O. Box 197, Caulfield East VIC 3145, Australia",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Tiselius E.,Expertise without deliberate practice? The case of simultaneous interpreters,2013,Interpreters Newsletter,18,,,1,15,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904688261&partnerID=40&md5=f0cd1f08b517416c14cd593823eba972,"Afrikaans and Dutch, Stellenbosch University, Cape Town, South Africa",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Macdonald P.,It don't mean a thing? simultaneous interpretation quality and user satisfaction,2013,Interpreters Newsletter,18,,,35,59,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904697063&partnerID=40&md5=15e8697ee86c5650a71a47e43e298ecd,"Free-lance Conference Interpreter, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Olson P.,Immunities of International Organizations: A NATO View,2013,International Organizations Law Review,10,2,,419,433,,,10.1163/15723747-01002010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940201539&doi=10.1163%2f15723747-01002010&partnerID=40&md5=f911103bfdbd87720867ef7d7578f6eb,"Department of Foreign Languages, University of Bergen, Centre for Research on Bilingualism, Norway",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Winston E.A., Monikowski C.",Evolving paradigms in interpreter education,2013,Evolving Paradigms in Interpreter Education,,,,1,209,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942104046&partnerID=40&md5=14c8e8d173934124202b7c3870e33ffc,"Free-lance Conference Interpreter, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Shaffer B.,"Evolution of theory, evolution of role: How interpreting theory shapes interpreter role",2013,Evolving Paradigms in Interpreter Education,,,,128,150,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942096317&partnerID=40&md5=777c48343816ad6efbd317b0f069a5a7,"Center for Teaching Interpreting Educators and Mentors, Loveland, CO, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Chukwumah I.,"Lazarus, Noah, and the enunciation of the resurrection mythos in Soyinka's The Interpreters",2013,Matatu,42,1,,247,254,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903578098&partnerID=40&md5=d5726561aada21bb8d1c72041035a311,"Center for Teaching Interpreting Educators and Mentors, Loveland, CO, United States",0,ZERO_RESULTS,,"Department of American Sign Language and Interpreter Education, Rochester Institute of Technology/National Technical Institute for the Deaf, Rochester, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Hagan S., Swartz L., Kilian S., Chiliza B., Bisogno P., Joska J.",The accuracy of interpreting key psychiatric terms by ad hoc interpreters at a south african psychiatric hospital,2013,African Journal of Psychiatry (South Africa),16,6,,424,429,,5,10.4314/ajpsy.v16i6.54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890248702&doi=10.4314%2fajpsy.v16i6.54&partnerID=40&md5=0439d6b9f72d1228714bd63c4a09904c,"International Law Division, Ministry of Foreign Affairs, Netherlands",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Rainger J., Keighren M., Keene D.R., Charbonneau N.L., Rainger J.K., Fisher M., Mella S., Huang J.T.-J., Rose L., van't Hof R., Sakai L.Y., Jackson I.J., FitzPatrick D.R.",A Trans-Acting Protein Effect Causes Severe Eye Malformation in the Mp Mouse,2013,PLoS Genetics,9,12,e1003998,,,,3,10.1371/journal.pgen.1003998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892742968&doi=10.1371%2fjournal.pgen.1003998&partnerID=40&md5=c5be3bc069c5cb234565dba4cf476375,"English and Literary Studies Department, Federal University, Wukari, Taraba State, Nigeria",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Ortiz-Bolsico C., Torres-Lapasi— J.R., Garc’a-çlvarez-Coque M.C.","Simultaneous optimization of mobile phase composition, column nature and length to analyse complex samples using serially coupled columns",2013,Journal of Chromatography A,1317,,,39,48,,5,10.1016/j.chroma.2013.06.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887143240&doi=10.1016%2fj.chroma.2013.06.035&partnerID=40&md5=613440afd383d010f33c9cb7ed84d5d5,"Centre for Public Mental Health, Department of Psychology, Stellenbosch University, South Africa",0,ZERO_RESULTS,,"Department of Psychiatry, Stellenbosch University, South Africa",,"Department of Psychiatry and Mental Health, University of Cape Town, Cape Town, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Upadhya R.,The art and science of medical interpretation: accessibility and lack of bias are both crucial,2013,The American journal of nursing,113,11,,11,,,,10.1097/01.NAJ.0000437091.84748.a0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925559169&doi=10.1097%2f01.NAJ.0000437091.84748.a0&partnerID=40&md5=b20f50791489933b81f771015c4fcec2,"Department of Social Medicine, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Rollins L.K., Bradley E.B., Hayden G.F., Corbett Jr. E.C., Heim S.W., Preston Reynolds P.",Responding to a changing nation: Are faculty prepared for cross-cultural conversations and care?,2013,Family Medicine,45,10,,728,731,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887272556&partnerID=40&md5=a248e3ee04077ea4c334765af6f25814,"Department of Medical Informatics, Gunma University Hospital, Japan",0,ZERO_RESULTS,,"International Medical Interpreters Association, Japan",,"Knowledge Creation Technology Co., Ltd., Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"de Jaimes F.N., Batts F., Noguera C., Guerrero L., Moreno G.",Implementation of language assessments for staff interpreters in community health centers,2013,Journal of Health Care for the Poor and Underserved,24,3,,1002,1009,,3,10.1353/hpu.2013.0149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883161403&doi=10.1353%2fhpu.2013.0149&partnerID=40&md5=e9b9425afb34fa19179ea8246acc8bd3,"Ranu Upadhya is a nurse on the medical-surgical unit at Oakwood Annapolis Hospital, Wayne, MI. Contact author: . The author has disclosed no potential conflicts of interest, financial or otherwise",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Seers K., Cook L., Abel G., Schluter P., Bridgford P.",Is it time to talk? interpreter services use in general practice within Canterbury,2013,Journal of Primary Health Care,5,2,,129,137,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878447495&partnerID=40&md5=9978621e7a25451061f5a1839819e67f,"Department of Community Medicine, Primary Care and Emergency Medicine, University Hospitals of Geneva, Geneva, Switzerland",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Karamitri I., Bellali T., Galanis P., Kaitelidou D.",The accessibility of vulnerable groups to health services in Greece: A Delphi study on the perceptions of health professionals,2013,International Journal of Health Planning and Management,28,1,,35,47,,5,10.1002/hpm.2115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874572727&doi=10.1002%2fhpm.2115&partnerID=40&md5=93e6c196ed6ef0d807789ffbe59ebbb4,"Division of Biometrics III, OTS, CDER/FDA, Silver Spring, MD 20993-0002, United States",0,ZERO_RESULTS,,"Office of Biostatistics, OTS, CDER/FDA, Silver Spring, MD 20993-0002, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Leanza Y., Boivin I., Rosenberg E.","The patient s Lifeworld: Building meaningful clinical encounters between patients, physicians and interpreters",2013,Communication and Medicine,10,1,,13,25,,2,10.1558/cam.v10i1.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896963040&doi=10.1558%2fcam.v10i1.13&partnerID=40&md5=e1e0e91ad283194289bb607eb20cc484,"Centre for Immune Regulation and Department of Immunology, Oslo University Hospital-Rikshospitalet, 0027 Oslo, Norway",0,ZERO_RESULTS,,"Section for Immunology, Norwegian Veterinary Institute, Oslo, Norway",,"Centre for Immune Regulation, Department of Immunology, University of Oslo, 0027 Oslo, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Albrecht U.-V., Von Jan U., Pramann O.",Interpreter-apps in patient interview: Talk per touch [Talk per touch],2013,Deutsches Arzteblatt International,110,9,,A400,A402,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914705876&partnerID=40&md5=75ea38cc28734a41403585b90a52f995,"HU University of Applied Sciences School of Sign Language Interpreting, Utrecht, Netherlands",0,ZERO_RESULTS,,"Helmholtz Institute, Experimental Psychology, Utrecht University, Utrecht, Netherlands",,"Helmholtz Institute, Physics of Man, Utrecht University, Utrecht, Netherlands",,"VU University Amsterdam, Faculty of Human Movement Sciences, Amsterdam, Netherlands",,"Department of Neurology, University Medical Centre Utrecht, Utrecht, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Heitz O.,Interpreters for the digital wanted [Dolmetscher fŸrs digitale gesucht],2013,Deutsches Arzteblatt International,110,42,,2,4,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949126004&partnerID=40&md5=e253f4124ad67973b5ed1a50ddcf988b,"Department of Nuclear Medicine, Chinese PLA General Hospital, Beijing, China",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Naccari M., Mrak M.",Binary alpha channel compression for coding of supplementary video streams,2013,"2013 IEEE International Workshop on Multimedia Signal Processing, MMSP 2013",,,6659288,200,205,,1,10.1109/MMSP.2013.6659288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892531890&doi=10.1109%2fMMSP.2013.6659288&partnerID=40&md5=459409c639c78d9a9d7a414afdf66e9c,"Department of Health Policy, Planning and Management, Makerere University School of Public Health. ellie@musph.ac.ug",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"…rs K.A., Laszlo B.",Scade interpreter for measuring static and dynamic software metrics,2013,"SISY 2013 - IEEE 11th International Symposium on Intelligent Systems and Informatics, Proceedings",,,6662555,123,128,,1,10.1109/SISY.2013.6662555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892519733&doi=10.1109%2fSISY.2013.6662555&partnerID=40&md5=15a4aae7ef8b3fb07a3ef33e594869ec,"MPH PLRI MedAppLab, P. L. Reichertz Institut fŸr Medizinische Informatik, TU Braunschweig und der Medizinischen Hochschule Hannover, Carl-Neuberg-Str.1, Hannover, Germany",0,ZERO_RESULTS,,"Kanzlei 34, RechtsanwŠlte und Notare, Kšnigstra§e 34, Hannover, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Grif M.G., Volyntsev A.A., Korolkova O.O., Tsoy E.B.",Development of a computer sign language interpreter of Russian language,2013,"8th International Forum on Strategic Technology 2013, IFOST 2013 - Proceedings",2,,6616896,245,249,,,10.1109/IFOST.2013.6616896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887930291&doi=10.1109%2fIFOST.2013.6616896&partnerID=40&md5=9a88a3a4fd68c46555a88f8c72e3a038,"Biomedical Engineering Research Group, School of Electrical and Information Engineering, University of the Witwatersrand, Johannesburg, South Africa",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
