Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
Gerolin A.,"Morality as ""most peculiar institution""? Charles Taylor as interpreter of Bernard Williams [La morale come 'most peculiar institution'? Charles taylor interprete di bernard williams]",2015,Rivista di Filosofia Neo-Scolastica,,3,,645,666,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952360069&partnerID=40&md5=13af446d0af1ab271530ee6c6d4bd471,"Department of Philosophy, University of St. Thomas, St. Paul, MN, United States",44.941751,-93.1914909,,"American Catholic Philosophical Quarterly, JRC 240, 2115 Summit Ave., St. Paul, MN, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.941751,-93.1914909
May T.,Interpreting the contrasting affects of wood-cutting on dry forest vegetation in the Dominican Republic-Haiti border area [Effets contrastŽs des prŽlvements de bois sur la vŽgŽtation de fort sche en zone frontalire dominico-ha•tienne: Comment les interprŽter?],2015,Bois et Forets des Tropiques,,326,,3,13,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958754504&partnerID=40&md5=f25fbba2dd25930729b7ab5c6e2d3f4f,"IUniversitŽ de Parts 1 PanthŽon-Sorbonne, France",48.8469373,2.344468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8469373,2.344468
"Zhu T., Khajepour A., Goodarzi A., Chen S.-K., Litkouhi B.",Development of an optimal driver command interpreter for vehicle dynamics control,2015,International Journal of Vehicle Autonomous Systems,13,1,,43,64,,,10.1504/IJVAS.2015.070731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938091714&doi=10.1504%2fIJVAS.2015.070731&partnerID=40&md5=e34866ef38f4a309400a6ae0898f1137,"Department of Molecular Cardiology, Lerner Research Institute of Cleveland Clinic, Cleveland, OH, United States",41.5015196,-81.6208044,,"Cardiovascular Research Center, Temple University School of Medicine, Philadelphia, PA, United States",,"Vrije Universiteit Brussel, Brussels, Belgium",,"Department of General Physiology, School of Biomedical Sciences, The University of Queensland, Brisbane, QLD, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5015196,-81.6208044
[No author name available],Britain and Europe: The interpreter,2015,Economist (United Kingdom),411,8934,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945412528&partnerID=40&md5=bb946efe4801494c686a83d176dd14b6,"Politecnico di Milano, Building 26/B, Via Lambruschini, 4B, Milano, Italy",45.5032374,9.1550251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5032374,9.1550251
"Christoffersen B.¯., Jensen S.J., Ludvigsen T.P., Nilsson S.K., Grossi A.B., Heegaard P.M.H.",Age- and sex-associated effects on acute-phase proteins in Gšttingen Minipigs,2015,Comparative Medicine,65,4,,333,341,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941091132&partnerID=40&md5=7daf16046b2605d6a01ef18d0ed4b30d,"Universitˆ Cattolica del Sacro Cuore, Milano, Italy",45.4621325,9.1771785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4621325,9.1771785
"Santolino M., Sšderberg M.",Modelling appellate courtsÕ responses in motor injury disputes,2014,European Journal of Law and Economics,38,3,,393,407,,,10.1007/s10657-012-9362-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926639799&doi=10.1007%2fs10657-012-9362-z&partnerID=40&md5=183a287de56b0118e3a292bc896caa19,"Universidad Estatal Amaz—nica (UEA), Via a Napo km 2 1/2, Paso Lateral, Puyo, Pastaza, Ecuador",-1.4689575,-77.9959949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4689575,-77.9959949
Chang P.-L.,The political and diplomatic significance of interpreters/translators in seventeenth-century colonial Taiwan,2014,"Translators, Interpreters, and Cultural Negotiators: Mediating and Communicating Power from the Middle Ages to the Modern Era",,,,136,154,,,10.1057/9781137400048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997120398&doi=10.1057%2f9781137400048&partnerID=40&md5=7e5121035e42b3555ffcbbae7e4948c0,"Sharif University of Technology, Azadi Street, Tehran, Iran",35.7036366,51.351593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7036366,51.351593
Valero-GarcŽs C.,Cross-fertilization of training and research in a master's program in public service interpreting and translation: Some challenges and results,2014,Handbook of Research on Teaching Methods in Language Translation and Interpretation,,,,397,415,,,10.4018/978-1-4666-6615-3.ch021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960222619&doi=10.4018%2f978-1-4666-6615-3.ch021&partnerID=40&md5=7c33ba867c63c87ab565095bd9ae41ee,"Global Research, Novo Nordisk A/S, Copenhagen, Denmark",55.735582,12.4782663,,"Department of Veterinary Disease Biology, University of Copenhagen, Frederiksberg, Denmark",,"Ellegaard Gšttingen Minipigs A/S, Dalmose, Denmark",,"Innate Immunology Group, National Veterinary Institute, Technical University of Denmark, Lyngby, Denmark",,"VŠxa Sverige, Flen, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,55.735582,12.4782663
Fengxia J.,Evaluating emotional stability as a predictor of Chinese MTI students' interpreter aptitude,2014,Handbook of Research on Teaching Methods in Language Translation and Interpretation,,,,362,376,,,10.4018/978-1-4666-6615-3.ch019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960255336&doi=10.4018%2f978-1-4666-6615-3.ch019&partnerID=40&md5=5aaaf0d05e599b69820b539cfe72320c,"Department of Econometrics, Riskcenter-IREA, University of Barcelona, Avda. Diagonal, 690, Barcelona, Spain",41.386608,2.16402,,"CERNA, Mines ParisTech, 60 Boulevard St. Michel, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.386608,2.16402
Ho G.,Adapting translator and interpreter training to the job market,2014,Handbook of Research on Teaching Methods in Language Translation and Interpretation,,,,377,396,,,10.4018/978-1-4666-6615-3.ch020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960200205&doi=10.4018%2f978-1-4666-6615-3.ch020&partnerID=40&md5=bebe25b0475a87a29d800b5aced38c66,"Centre for Translation Studies, University College London, United Kingdom",51.5245592,-0.1340401,,"Durham University, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5245592,-0.1340401
"Phinney A., Moody E.M., Small J.A.",The effect of a community-engaged arts program on older adults' well-being,2014,Canadian Journal on Aging,33,3,,336,345,,,10.1017/S071498081400018X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905545083&doi=10.1017%2fS071498081400018X&partnerID=40&md5=8fdd55d4b3bfaebae88730640c549702,"Universidad Nacional de La Plata, Argentina",-34.9001314,-57.9316304,,"Consejo Nacional de Investigaciones Cient’ficas y TŽcnicas, Instituto de Investigaciones en Humanidades y Ciencias Sociales, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.9001314,-57.9316304
Nakane I.,Interpreter-mediated Police Interviews: A Discourse-Pragmatic Approach,2014,Interpreter-mediated Police Interviews: A Discourse-Pragmatic Approach,,,,1,235,,2,10.1057/9781137443199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991723599&doi=10.1057%2f9781137443199&partnerID=40&md5=162d15ba4d2571bc95c7c5e0e23b80ee,"University of Alcal‡, Madrid, Spain",40.4824722,-3.3628674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4824722,-3.3628674
Bezhan F.,"Tarjoman or interpreter, the first satirical newspaper and the emergence of modern satire in Afghanistan",2014,Media History,20,3,,302,321,,1,10.1080/13688804.2014.920208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904758900&doi=10.1080%2f13688804.2014.920208&partnerID=40&md5=0b212e87cd935937528ee90d11768e96,"Graduate School of Translation and Interpretation, Beijing Foreign Studies University, China",39.9556409,116.3130433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9556409,116.3130433
"Mezei K., Simon S., Von Flotow L.",Translation Effects: The Shaping of Modern Canadian Culture,2014,Translation Effects: The Shaping of Modern Canadian Culture,,,,1,478,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920190232&partnerID=40&md5=271e1414baf4084fc1795af89bd45f2f,"Stanford University, United States",37.4274745,-122.169719,,"Center for South Asia, Stanford, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
Bose D.,Defining and analyzing disability in human enhancement,2014,Global Issues and Ethical Considerations in Human Enhancement Technologies,,,,191,202,,,10.4018/978-1-4666-6010-6.ch011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946116515&doi=10.4018%2f978-1-4666-6010-6.ch011&partnerID=40&md5=e33383d2e16621563f476063e5f21c41,"University of British Columbia, School of Nursing, T201 2211 Wesbrook Mall, Vancouver, BC, Canada",49.2606052,-123.2459939,,"University of British Columbia, School of Audiology and Speech Sciences, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2606052,-123.2459939
Wills P.R.,"Genetic Information, Physical Interpreters and Thermodynamics; The Material-Informatic Basis of Biosemiosis",2014,Biosemiotics,7,1,,141,165,,4,10.1007/s12304-013-9196-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898728020&doi=10.1007%2fs12304-013-9196-2&partnerID=40&md5=12d736f06f1dc10639999341cc7bed38,"Asia Institute, University of Melbourne, Australia",-37.7989329,144.9639453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.7989329,144.9639453
"Khalifa M.A., Jennings M.E., Briscoe F., Oleszweski A.M., Abdi N.",Racism? Administrative and Community Perspectives in Data-Driven Decision Making: Systemic Perspectives Versus Technical-Rational Perspectives,2014,Urban Education,49,2,,147,181,,11,10.1177/0042085913475635,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885148271&doi=10.1177%2f0042085913475635&partnerID=40&md5=1ae84877ba9251650e79b8d6d73b0277,"Monash Asia Institute, Monash University, 900 Dandenong Road, Caulfield East, VIC 3145, Australia",-37.8764873,145.0454251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.8764873,145.0454251
"Donovan C., O'Brien D.","Governing culture: Legislators, interpreters and accountants",2014,Critical Perspectives on Accounting,37,,,24,34,,,10.1016/j.cpa.2015.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950294086&doi=10.1016%2fj.cpa.2015.10.003&partnerID=40&md5=d9136600d6581b0aa759aafa8906d801,"XiAn International Studies University xiAn, Shaanxi 710128, China",34.1379281,108.8751134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1379281,108.8751134
"Strecker U., De Newton P.V., Smith M.",From qualitative to quantitative interpretation: An interpreter's guide to fluid prediction in Pliocene to Turonian deepwater turbidites from West Africa to Asia Pacific,2014,Interpretation,2,1,,SA127,SA140,,,10.1190/INT-2013-0106.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960502013&doi=10.1190%2fINT-2013-0106.1&partnerID=40&md5=2b43376190a5282d7a50cbac58ae8d13,"Department of Humanities, Simon Fraser University, Canada",49.2780937,-122.9198833,,"Clare Hall, Cambridge, United Kingdom",,"French Department, Concordia University, Canada",,"Royal Society of Canada, AcadŽmie des lettres du QuŽbec, Canada",,"School of Translation and Interpretation, University of Ottawa, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,49.2780937,-122.9198833
GŸven M.,Distance learning as an effective tool for medical interpreting training in Turkey,2014,Open Learning,29,2,,116,130,,2,10.1080/02680513.2014.964196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920002799&doi=10.1080%2f02680513.2014.964196&partnerID=40&md5=23c4a7a89a9b3dfd19eef9bbc0b7c52e,"Texas State University, United States",29.888411,-97.938351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.888411,-97.938351
Rahel K.O.,Why the sixth amendment right to counsel includes an out-of-court interpreter,2014,Iowa Law Review,99,5,,2299,2333,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916613250&partnerID=40&md5=cf3edefa0abc6d25432ab9cf86f8ea64,"Department of English, Iowa State University, United States",42.0266071,-93.6441861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0266071,-93.6441861
Baxter R.N.,A simplified multi-model approach to preparatory training in simultaneous interpreting,2014,Perspectives: Studies in Translatology,22,3,,349,372,,,10.1080/0907676X.2012.758751,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901694459&doi=10.1080%2f0907676X.2012.758751&partnerID=40&md5=449418257d2c488776ac01765aae1a0a,"Michigan State University, East Lansing, MI, United States",42.701848,-84.4821719,,"The University of Texas at San Antonio, San Antonio, TX, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.701848,-84.4821719
"Ilie L., PŽrez A.J., Vitalaru B.","Conduct of the medical interpreter-mediator in instances of problematic communication and cultural conflict: Analysis and comparison of trained and untrained interpreters in several language pairs (Spanish-Arabic, Spanish-French, Spanish-English, and Spanish-Romanian) [Actuaci—n del intŽrprete-mediador en el ‡mbito sanitario en situaciones comunicativas problem‡ticas y conflictos culturales: An‡lisis y comparaci—n entre intŽrpretes con y sin formaci—n en diferentes pares de lenguas (espa–ol > ‡rabe, francŽs, inglŽs y rumano)]",2014,Panacea,15,40,,218,234,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921504015&partnerID=40&md5=239fe6750e4305c9c3b9d3482a8657d1,"Rock Solid Images, Houston, TX, United States",29.7385293,-95.5392766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7385293,-95.5392766
Hale S.,Interpreting culture. Dealing with cross-cultural issues in court interpreting,2014,Perspectives: Studies in Translatology,22,3,,321,331,,3,10.1080/0907676X.2013.827226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901696809&doi=10.1080%2f0907676X.2013.827226&partnerID=40&md5=c3c86e88d4b27db3a662ec1bc84dba9b,"Department of Translation and Interpreting (English), Beykent University, Istanbul, Turkey",41.1169852,29.0038352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1169852,29.0038352
McKee R.,Breaking news: Sign language interpreters on television during natural disasters,2014,Interpreting,16,1,,107,130,,,10.1075/intp.16.1.06kee,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905257549&doi=10.1075%2fintp.16.1.06kee&partnerID=40&md5=0f079afda113a33d7a587fa45ce2a008,"University of Iowa College of Law, United States",41.657439,-91.5428069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.657439,-91.5428069
"Y‡–ez G.G.C., Inzunza W.B.C.",Deverbalization and gramatical structure in simultaneous interpreting [Desverbalizaci—n y estructuras sint‡cticas en interpretaci—n simult‡nea],2014,Onomazein,29,1,,1,10,,,10.7764/onomazein.29.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906655214&doi=10.7764%2fonomazein.29.7&partnerID=40&md5=f6aa7a3dda89ec2fbcc634ab45628aad,"ZHAW Zurich University of Applied Sciences, Institute of Translation and Interpreting, Switzerland",47.4972243,8.7293764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4972243,8.7293764
"Brueck P., Rode J., Hessmann J., Meinicke B., Unruh D.",Diagnosing healthcare assignments:A year of medical interpreting for deaf people in Austria and Germany,2014,Investigations in Healthcare Interpreting,,,,128,184,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949266697&partnerID=40&md5=7488e702b3109457553b4bc6ae4c70cd,"Traduci—n e LingŸ’stica, Universidade de Vigo, Vigo, Spain",42.1694456,-8.6833929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1694456,-8.6833929
"Schwenke T.J., Ashby J.S., Gnilka P.B.","Sign language interpreters and burnout The effects of perfectionism, perceived stress, and coping resources",2014,Interpreting,16,2,,209,232,,2,10.1075/intp.16.2.04sch,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929178636&doi=10.1075%2fintp.16.2.04sch&partnerID=40&md5=a995a3fe3f1c686aa7591b96a21f7d50,"Instituto Superior de IntŽrpretes y Traductores, MŽxico, D.F., Mexico",19.4320846,-99.16527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4320846,-99.16527
"van den Bogaerde B., de Lange R.",Healthcare accessibility and the role of sign language interpreters,2014,Investigations in Healthcare Interpreting,,,,326,358,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949294016&partnerID=40&md5=725445063954edd7656c6d7b40b6d7e8,"University of New South Wales, Sydney, NSW, Australia",-33.917347,151.2312675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.917347,151.2312675
Zuo J.,Image schemata and visualisation in simultaneous interpreting training,2014,Interpreter and Translator Trainer,8,2,,204,216,,,10.1080/1750399X.2014.908553,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923264973&doi=10.1080%2f1750399X.2014.908553&partnerID=40&md5=04c00d7a252750a1855f13787c7cdfab,"Universidad Cat—lica de Temuco, Chile",-38.7376754,-72.6011887,,"Universidad de Concepci—n, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.7376754,-72.6011887
"Bakti M., B—na J.",Source language-related erroneous stress placement in the target language output of simultaneous interpreters,2014,Interpreting,16,1,,34,48,,,10.1075/intp.16.1.03bak,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905233726&doi=10.1075%2fintp.16.1.03bak&partnerID=40&md5=19077dd2c3a6038b49ca76c8b1385a59,"Utrecht University of Applied Sciences, Utrecht, Netherlands",52.103596,5.1056661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.103596,5.1056661
"Bontempo K., Napier J., Hayes L., Brashear V.",Does personality matter? An international study of sign language interpreter disposition,2014,Translation and Interpreting,6,1,,23,46,,3,ti.106201.2014.a02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898475973&doi=ti.106201.2014.a02&partnerID=40&md5=87f2e051021bad6596d458081f904d80,"College of International Studies, Southwest University, Chongqing, China",29.8182942,106.4199687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8182942,106.4199687
McDermid C.,Cohesion in english to ASL simultaneous interpreting,2014,Translation and Interpreting,6,1,,76,101,,,10.12807/ti.106201.2014.a05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987926242&doi=10.12807%2fti.106201.2014.a05&partnerID=40&md5=c2348694616051005045cfadb90d44dc,"Department of Interpretation, Gallaudet University, Washington, DC, United States",38.908422,-76.9923875,,"Western Canadian Centre of Deaf Studies, Educational Psychology, University of Alberta, Edmonton, AB, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
Lee S.-B.,An Interpreting Self-Efficacy (ISE) scale for undergraduate students majoring in consecutive interpreting: Construction and preliminary validation,2014,Interpreter and Translator Trainer,8,2,,183,203,,,10.1080/1750399X.2014.929372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923226261&doi=10.1080%2f1750399X.2014.929372&partnerID=40&md5=09318ca2057108d42197ac6cad337fb3,"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University, Kowloon, Hong Kong",22.3028474,114.1784191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3028474,114.1784191
McDermid C.,Cohesion in English to ASL simultaneous interpreting,2014,Translation and Interpreting,6,1,,76,101,,,ti.106201.2014.a05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898410203&doi=ti.106201.2014.a05&partnerID=40&md5=f117225d3cc661fe5ce2fcbbf592521f,"Macquarie University, Australia",-33.7738237,151.1126498,,"Heriot-Watt University, United Kingdom",,"Eastern Kentucky University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
Dean R.K.,Condemned to repetition? An analysis of problem-setting and problem-solving in sign language interpreting ethics,2014,Translation and Interpreting,6,1,,60,75,,1,ti.106201.2014.a04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898481162&doi=ti.106201.2014.a04&partnerID=40&md5=efcb02a898c128eb495976fa1e7ec3f8,"National Technical Institute for the Deaf, United States",43.0871444,-77.668335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0871444,-77.668335
"Hiltunen S., PŠŠkkšnen R., Vik G.-V., Krause C.M.",On interpretersÕ working memory and executive control,2014,International Journal of Bilingualism,20,3,,297,314,,,10.1177/1367006914554406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971525498&doi=10.1177%2f1367006914554406&partnerID=40&md5=32fb2d99f0a015043d410935ca71627a,"Heriot-Watt University, United Kingdom",55.9096602,-3.3203494,,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9096602,-3.3203494
Lee T.,Using computer-assisted interpreter training methods in Korean undergraduate English classrooms,2014,Interpreter and Translator Trainer,8,1,,102,122,,,10.1080/1750399X.2014.908560,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923227052&doi=10.1080%2f1750399X.2014.908560&partnerID=40&md5=d6e68c570e1c322c7b1e17d28996808b,"The world Islamic Sciences and Education University, Jordan",32.0123661,35.9356661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0123661,35.9356661
Angermeyer P.S.,Monolingual ideologies and multilingual practices in small claims court: the case of Spanish-speaking arbitrators,2014,International Journal of Multilingualism,11,4,,430,448,,1,10.1080/14790718.2014.944531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907591543&doi=10.1080%2f14790718.2014.944531&partnerID=40&md5=b3c014d4313964c039cab726458ecd77,"National Technical Institute for the Deaf, United States",43.0871444,-77.668335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0871444,-77.668335
"BrŸck P., Schaumberger E.",Deaf interpreters in Europe: A glimpse into the cradle of an emerging profession,2014,Interpreters Newsletter,,19,,87,109,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920145951&partnerID=40&md5=29a22b7c32009c16ab0cc3384841ca44,"Heriot-Watt University, United Kingdom",55.9096602,-3.3203494,,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9096602,-3.3203494
Adessi G.,"Interpretive methods of statutory meaning: Elements, issues, and analyses",2014,"Interpretive Methods of Statutory Meaning: Elements, Issues, and Analyses",,,,1,130,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948734996&partnerID=40&md5=9da1edab9ae7f4523e488025f6aec223,"Institute of Behavioral Sciences, University of Helsinki, Finland",60.1726348,24.9510419,,"Municipality of Sipoo, Finland",,"Faculty of Philosophy, University of Vaasa, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1726348,24.9510419
"Moloi K.C., Motaung R.R.",Admission of and service provision for Deaf students at a University of Technology,2014,Mediterranean Journal of Social Sciences,5,10 SPEC. ISSUE,,370,375,,,10.5901/mjss.2014.v5n10p370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901913291&doi=10.5901%2fmjss.2014.v5n10p370&partnerID=40&md5=310281366c40ad58e7364980f150e458,"Universidad de Lousville, Kentucky, United States",38.2120342,-85.7572649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2120342,-85.7572649
Pillay A.,Revisiting the indian experience of economic and social rights adjudication: The need for a principled approach to judicial activism and restraint,2014,International and Comparative Law Quarterly,63,2,,385,408,,,10.1017/S0020589314000074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899755979&doi=10.1017%2fS0020589314000074&partnerID=40&md5=7dae655089ebf7d9aba4c9d73d18157d,"Department of Languages, Literatures, and Linguistics, York University, 4700 Keele Street, Toronto, ON, Canada",43.7734535,-79.5018684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7734535,-79.5018684
Tebble H.,A genre-based approach to teaching dialogue interpreting: The medical consultation,2014,Interpreter and Translator Trainer,8,3,,418,436,,,10.1080/1750399X.2014.972651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923220912&doi=10.1080%2f1750399X.2014.972651&partnerID=40&md5=3cb69f3f476e665a53bbb6dcbd7b7aee,"Department of Communication Studies, University of Minnesota Twin Cities, United States",44.97399,-93.2277285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.97399,-93.2277285
"Nicodemus B., Swabey L., Taylor M.M.",Preparation strategies used by American Sign Language-English interpreters to render President Barack Obama's inaugural address,2014,Interpreters Newsletter,,19,,27,44,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920144865&partnerID=40&md5=7dfddd854719d9cafb99496176e52085,"Department of Translation Interpreting and Communication, Ghent University, Ghent, Belgium",51.0465619,3.7279181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0465619,3.7279181
Weishart J.E.,Transcending equality Versus adequacy,2014,Stanford Law Review,66,3,,477,544,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897493822&partnerID=40&md5=d6df20f2be0a449e51e6b2655640ca0c,"Vaal University of Technology, Vanderbijlpark, 1900, South Africa",-26.710505,27.862479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.710505,27.862479
Smith A.,"Think aloud protocols: Viable for teaching, learning, and professional development in interpreting",2014,Translation and Interpreting,6,1,,128,143,,,ti.106201.2014.a07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898443189&doi=ti.106201.2014.a07&partnerID=40&md5=e72c60234411a7d6fe59adc77dbc8592,"Law, University of Durham, United Kingdom",54.7687146,-1.5702711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7687146,-1.5702711
"Freedman B., Shirley E.",England and the public trust doctrine,2014,Journal of Planning and Environment Law,,8,,839,848,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937683016&partnerID=40&md5=92a1f279a58a6de8aa5a66b581b3a2c5,"School of Languages Literatures, Cultures and Linguistics, Monash University, Melbourne, Australia",-37.9114731,145.1344641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.9114731,145.1344641
Pym A.,Translator associations - from gatekeepers to communities,2014,Target,26,3,,466,491,,1,10.1075/target.26.3.06pym,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929146563&doi=10.1075%2ftarget.26.3.06pym&partnerID=40&md5=0ffd32579d3e68fd76c86491012ff2ae,"Columbia Law School, United States",40.8070804,-73.9602897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8070804,-73.9602897
Hsieh E.,Emerging trends and the corresponding challenges in bilingual health communication,2014,Investigations in Healthcare Interpreting,,,,70,103,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926194927&partnerID=40&md5=d520503d4c9ab3f5ef21a29718f4b1bf,"Gallaudet University, United States",38.908422,-76.9923875,,"St. Catherine University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
